base_year_month,day_of_week,age_range,sex,use_count
201902,수요일,20대,여성,35885
201902,수요일,30대,남성,41015
201902,수요일,30대,여성,31866
201902,수요일,40대,남성,53988
201902,수요일,40대,여성,39911
201902,수요일,50대,남성,44900
201902,수요일,50대,여성,30242
201902,수요일,60대,남성,18900
201902,수요일,60대,여성,11882
201902,수요일,70대 이상,남성,6394
201902,수요일,70대 이상,여성,3178
201902,수요일,알수없음,알수없음,61372
201902,월요일,19세 이하,남성,1354
201902,월요일,19세 이하,여성,1063
201902,월요일,20대,남성,31730
201902,월요일,20대,여성,32211
201902,월요일,30대,남성,40890
201902,월요일,30대,여성,32365
201902,월요일,40대,남성,53204
201902,월요일,40대,여성,39946
201902,월요일,50대,남성,43535
201902,월요일,50대,여성,29510
201902,월요일,60대,남성,18407
201902,월요일,60대,여성,11929
201902,월요일,70대 이상,남성,6475
201902,월요일,70대 이상,여성,3309
201902,월요일,알수없음,알수없음,59379
201902,일요일,19세 이하,남성,1570
201902,일요일,19세 이하,여성,1243
201902,일요일,20대,남성,41802
201902,일요일,20대,여성,40408
201902,일요일,30대,남성,61470
201902,일요일,30대,여성,47142
201902,일요일,40대,남성,78851
201902,일요일,40대,여성,55483
201902,일요일,50대,남성,66115
201902,일요일,50대,여성,41895
201902,일요일,60대,남성,26453
201902,일요일,60대,여성,16344
201902,일요일,70대 이상,남성,8124
201902,일요일,70대 이상,여성,4283
201902,일요일,알수없음,알수없음,54662
201902,토요일,19세 이하,남성,1708
201902,토요일,19세 이하,여성,1346
201902,토요일,20대,남성,42538
201902,토요일,20대,여성,41217
201902,토요일,30대,남성,64814
201902,토요일,30대,여성,49912
201902,토요일,40대,남성,82885
201902,토요일,40대,여성,58420
201902,토요일,50대,남성,67838
201902,토요일,50대,여성,40791
201902,토요일,60대,남성,26380
201902,토요일,60대,여성,15767
201902,토요일,70대 이상,남성,8426
201902,토요일,70대 이상,여성,4609
201902,토요일,알수없음,알수없음,64677
201902,화요일,19세 이하,남성,1420
201902,화요일,19세 이하,여성,1193
201902,화요일,20대,남성,33831
201902,화요일,20대,여성,34751
201902,화요일,30대,남성,40729
201902,화요일,30대,여성,31780
201902,화요일,40대,남성,53560
201902,화요일,40대,여성,39550
201902,화요일,50대,남성,43708
201902,화요일,50대,여성,29484
201902,화요일,60대,남성,18667
201902,화요일,60대,여성,11552
201902,화요일,70대 이상,남성,6294
201902,화요일,70대 이상,여성,3180
201902,화요일,알수없음,알수없음,59872
201903,공휴일,19세 이하,남성,399
201903,공휴일,19세 이하,여성,386
201903,공휴일,20대,남성,9686
201903,공휴일,20대,여성,10392
201903,공휴일,30대,남성,17280
201903,공휴일,30대,여성,13527
201903,공휴일,40대,남성,21856
201903,공휴일,40대,여성,15468
201903,공휴일,50대,남성,17313
201903,공휴일,50대,여성,11310
201903,공휴일,60대,남성,6995
201903,공휴일,60대,여성,3966
201903,공휴일,70대 이상,남성,2114
201903,공휴일,70대 이상,여성,978
201903,공휴일,알수없음,알수없음,16975
201903,금요일,19세 이하,남성,2019
201903,금요일,19세 이하,여성,1701
201903,금요일,20대,남성,36992
201903,금요일,20대,여성,37075
201903,금요일,30대,남성,60789
201903,금요일,30대,여성,45920
201903,금요일,40대,남성,72531
201903,금요일,40대,여성,49875
201903,금요일,50대,남성,61056
201903,금요일,50대,여성,39371
201903,금요일,60대,남성,27564
201903,금요일,60대,여성,16512
201903,금요일,70대 이상,남성,8968
201903,금요일,70대 이상,여성,4835
201903,금요일,알수없음,알수없음,81919
201903,목요일,19세 이하,남성,2701
201903,목요일,19세 이하,여성,2329
201903,목요일,20대,남성,50026
201903,목요일,20대,여성,50249
201903,목요일,30대,남성,76780
201903,목요일,30대,여성,57290
201903,목요일,40대,남성,92487
201903,목요일,40대,여성,64423
201903,목요일,50대,남성,76339
201903,목요일,50대,여성,51081
201903,목요일,60대,남성,34700
201903,목요일,60대,여성,21816
201903,목요일,70대 이상,남성,11394
201903,목요일,70대 이상,여성,6095
201903,목요일,알수없음,알수없음,103635
201903,수요일,19세 이하,남성,2581
201903,수요일,19세 이하,여성,2234
201903,수요일,20대,남성,41785
201903,수요일,20대,여성,41355
201903,수요일,30대,남성,60922
201903,수요일,30대,여성,45495
201903,수요일,40대,남성,73422
201903,수요일,40대,여성,51117
201903,수요일,50대,남성,61533
201903,수요일,50대,여성,42207
201903,수요일,60대,남성,28226
201903,수요일,60대,여성,18045
201903,수요일,70대 이상,남성,9283
201903,수요일,70대 이상,여성,5050
201903,수요일,알수없음,알수없음,82230
201903,월요일,19세 이하,남성,1694
201903,월요일,19세 이하,여성,1447
201903,월요일,20대,남성,39178
201903,월요일,20대,여성,40868
201903,월요일,30대,남성,60307
201903,월요일,30대,여성,45729
201903,월요일,40대,남성,67836
201903,월요일,40대,여성,47897
201903,월요일,50대,남성,57408
201903,월요일,50대,여성,40364
201903,월요일,60대,남성,27323
201903,월요일,60대,여성,17423
201903,월요일,70대 이상,남성,9316
201903,월요일,70대 이상,여성,4776
201903,월요일,알수없음,알수없음,78842
201903,일요일,19세 이하,남성,1681
201903,일요일,19세 이하,여성,1401
201903,일요일,20대,남성,39652
201903,일요일,20대,여성,40371
201903,일요일,30대,남성,66682
201903,일요일,30대,여성,50193
201903,일요일,40대,남성,75625
201903,일요일,40대,여성,52876
201903,일요일,50대,남성,65470
201903,일요일,50대,여성,41880
201903,일요일,60대,남성,27085
201903,일요일,60대,여성,15881
201903,일요일,70대 이상,남성,7377
201903,일요일,70대 이상,여성,3728
201903,일요일,알수없음,알수없음,54068
201903,토요일,19세 이하,남성,2223
201903,토요일,19세 이하,여성,1965
201903,토요일,20대,남성,48332
201903,토요일,20대,여성,49285
201903,토요일,30대,남성,84212
201903,토요일,30대,여성,65190
201903,토요일,40대,남성,98859
201903,토요일,40대,여성,70965
201903,토요일,50대,남성,83506
201903,토요일,50대,여성,53756
201903,토요일,60대,남성,34911
201903,토요일,60대,여성,20200
201903,토요일,70대 이상,남성,10371
201903,토요일,70대 이상,여성,5475
201903,토요일,알수없음,알수없음,82557
201903,화요일,19세 이하,남성,2186
201903,화요일,19세 이하,여성,1805
201903,화요일,20대,남성,40382
201903,화요일,20대,여성,41396
201903,화요일,30대,남성,59508
201903,화요일,30대,여성,44659
201903,화요일,40대,남성,69983
201903,화요일,40대,여성,49441
201903,화요일,50대,남성,59408
201903,화요일,50대,여성,41828
201903,화요일,60대,남성,27824
201903,화요일,60대,여성,18065
201903,화요일,70대 이상,남성,9467
201903,화요일,70대 이상,여성,5024
201903,화요일,알수없음,알수없음,81215
201904,공휴일,40대,여성,2
201904,공휴일,알수없음,알수없음,1
201904,금요일,19세 이하,남성,3753
201904,금요일,19세 이하,여성,3193
201904,금요일,20대,남성,43925
201904,금요일,20대,여성,41464
201904,금요일,30대,남성,71221
201904,금요일,30대,여성,53232
201904,금요일,40대,남성,84253
201904,금요일,40대,여성,59054
201904,금요일,50대,남성,70061
201904,금요일,50대,여성,45416
201904,금요일,60대,남성,30685
201904,금요일,60대,여성,18583
201904,금요일,70대 이상,남성,9722
201904,금요일,70대 이상,여성,5219
201904,금요일,알수없음,알수없음,92877
201904,목요일,19세 이하,남성,3948
201904,목요일,19세 이하,여성,3449
201904,목요일,20대,남성,42068
201904,목요일,20대,여성,39548
201904,목요일,30대,남성,63011
201904,목요일,30대,여성,47989
201904,목요일,40대,남성,76392
201904,목요일,40대,여성,54009
201904,목요일,50대,남성,63473
201904,목요일,50대,여성,43276
201904,목요일,60대,남성,29214
201904,목요일,60대,여성,19223
201904,목요일,70대 이상,남성,9812
201904,목요일,70대 이상,여성,5473
201904,목요일,알수없음,알수없음,89763
201904,수요일,19세 이하,남성,3943
201904,수요일,19세 이하,여성,3471
201904,수요일,20대,남성,41522
201904,수요일,20대,여성,38983
201904,수요일,30대,남성,59347
201904,수요일,30대,여성,44896
201904,수요일,40대,남성,72756
201904,수요일,40대,여성,52371
201904,수요일,50대,남성,62464
201904,수요일,50대,여성,42473
201904,수요일,60대,남성,28985
201904,수요일,60대,여성,18655
201904,수요일,70대 이상,남성,9677
201904,수요일,70대 이상,여성,5429
201904,수요일,알수없음,알수없음,86188
201904,월요일,19세 이하,남성,2880
201904,월요일,19세 이하,여성,2310
201904,월요일,20대,남성,48468
201904,월요일,20대,여성,48161
201904,월요일,30대,남성,76435
201904,월요일,30대,여성,59243
201904,월요일,40대,남성,89026
201904,월요일,40대,여성,63353
201904,월요일,50대,남성,74352
201904,월요일,50대,여성,51979
201904,월요일,60대,남성,35150
201904,월요일,60대,여성,22802
201904,월요일,70대 이상,남성,11907
201904,월요일,70대 이상,여성,6284
201904,월요일,알수없음,알수없음,103393
201904,일요일,19세 이하,남성,2682
201904,일요일,19세 이하,여성,2209
201904,일요일,20대,남성,51356
201904,일요일,20대,여성,49495
201904,일요일,30대,남성,87676
201904,일요일,30대,여성,65502
201904,일요일,40대,남성,101804
201904,일요일,40대,여성,71574
201904,일요일,50대,남성,86350
201904,일요일,50대,여성,56033
201904,일요일,60대,남성,36958
201904,일요일,60대,여성,21754
201904,일요일,70대 이상,남성,10110
201904,일요일,70대 이상,여성,5365
201904,일요일,알수없음,알수없음,73345
201904,토요일,19세 이하,남성,2547
201904,토요일,19세 이하,여성,2088
201904,토요일,20대,남성,46434
201904,토요일,20대,여성,44331
201904,토요일,30대,남성,80481
201904,토요일,30대,여성,61368
201904,토요일,40대,남성,93832
201904,토요일,40대,여성,68197
201904,토요일,50대,남성,76308
201904,토요일,50대,여성,49930
201904,토요일,60대,남성,31660
201904,토요일,60대,여성,19097
201904,토요일,70대 이상,남성,9489
201904,토요일,70대 이상,여성,5001
201904,토요일,알수없음,알수없음,75921
201904,화요일,19세 이하,남성,3163
201904,화요일,19세 이하,여성,2592
201904,화요일,20대,남성,40136
201904,화요일,20대,여성,38155
201904,화요일,30대,남성,59247
201904,화요일,30대,여성,44015
201904,화요일,40대,남성,70325
201904,화요일,40대,여성,50264
201904,화요일,50대,남성,59309
201904,화요일,50대,여성,41872
201904,화요일,60대,남성,27813
201904,화요일,60대,여성,17935
201904,화요일,70대 이상,남성,9069
201904,화요일,70대 이상,여성,4964
201904,화요일,알수없음,알수없음,82099
201905,공휴일,19세 이하,남성,2962
201905,공휴일,19세 이하,여성,2357
201905,공휴일,20대,남성,44945
201905,공휴일,20대,여성,42733
201905,공휴일,30대,남성,74877
201905,공휴일,30대,여성,57712
201905,공휴일,40대,남성,91574
201905,공휴일,40대,여성,65344
201905,공휴일,50대,남성,71842
201905,공휴일,50대,여성,45955
201905,공휴일,60대,남성,30452
201905,공휴일,60대,여성,18607
201905,공휴일,70대 이상,남성,9192
201905,공휴일,70대 이상,여성,4869
201905,공휴일,알수없음,알수없음,67474
201905,금요일,19세 이하,남성,4243
201905,금요일,19세 이하,여성,3959
201905,금요일,20대,남성,46234
201905,금요일,20대,여성,41855
201905,금요일,30대,남성,71710
201905,금요일,30대,여성,54080
201905,금요일,40대,남성,87152
201905,금요일,40대,여성,59828
201905,금요일,50대,남성,69770
201905,금요일,50대,여성,44523
201905,금요일,60대,남성,30157
201905,금요일,60대,여성,18201
201905,금요일,70대 이상,남성,9578
201905,금요일,70대 이상,여성,5273
201905,금요일,알수없음,알수없음,95589
201905,목요일,19세 이하,남성,6286
201905,목요일,19세 이하,여성,5199
201905,목요일,20대,남성,53505
201905,목요일,20대,여성,48958
201905,목요일,30대,남성,79584
201905,목요일,30대,여성,59206
201905,목요일,40대,남성,97380
201905,목요일,40대,여성,68803
201905,목요일,50대,남성,78449
201905,목요일,50대,여성,52320
201905,목요일,60대,남성,35817
201905,목요일,60대,여성,22636
201905,목요일,70대 이상,남성,12105
201905,목요일,70대 이상,여성,6489
201905,목요일,알수없음,알수없음,114998
201905,수요일,19세 이하,남성,6039
201905,수요일,19세 이하,여성,4849
201905,수요일,20대,남성,45225
201905,수요일,20대,여성,40402
201905,수요일,30대,남성,63296
201905,수요일,30대,여성,48012
201905,수요일,40대,남성,77689
201905,수요일,40대,여성,56048
201905,수요일,50대,남성,63727
201905,수요일,50대,여성,42994
201905,수요일,60대,남성,28910
201905,수요일,60대,여성,18916
201905,수요일,70대 이상,남성,9658
201905,수요일,70대 이상,여성,5452
201905,수요일,알수없음,알수없음,91477
201905,월요일,19세 이하,남성,2528
201905,월요일,19세 이하,여성,1841
201905,월요일,20대,남성,34575
201905,월요일,20대,여성,31657
201905,월요일,30대,남성,51535
201905,월요일,30대,여성,38560
201905,월요일,40대,남성,58583
201905,월요일,40대,여성,40507
201905,월요일,50대,남성,47055
201905,월요일,50대,여성,32148
201905,월요일,60대,남성,21764
201905,월요일,60대,여성,13388
201905,월요일,70대 이상,남성,6715
201905,월요일,70대 이상,여성,3751
201905,월요일,알수없음,알수없음,62952
201905,일요일,19세 이하,남성,1158
201905,일요일,19세 이하,여성,930
201905,일요일,20대,남성,22740
201905,일요일,20대,여성,21779
201905,일요일,30대,남성,37893
201905,일요일,30대,여성,28525
201905,일요일,40대,남성,43241
201905,일요일,40대,여성,30423
201905,일요일,50대,남성,36132
201905,일요일,50대,여성,23202
201905,일요일,60대,남성,14883
201905,일요일,60대,여성,8757
201905,일요일,70대 이상,남성,4232
201905,일요일,70대 이상,여성,2404
201905,일요일,알수없음,알수없음,31106
201905,토요일,19세 이하,남성,2463
201905,토요일,19세 이하,여성,2120
201905,토요일,20대,남성,47919
201905,토요일,20대,여성,45130
201905,토요일,30대,남성,79143
201905,토요일,30대,여성,60392
201905,토요일,40대,남성,94628
201905,토요일,40대,여성,67733
201905,토요일,50대,남성,75502
201905,토요일,50대,여성,47485
201905,토요일,60대,남성,30662
201905,토요일,60대,여성,18077
201905,토요일,70대 이상,남성,9120
201905,토요일,70대 이상,여성,5048
201905,토요일,알수없음,알수없음,75267
201905,화요일,19세 이하,남성,5201
201905,화요일,19세 이하,여성,3811
201905,화요일,20대,남성,54616
201905,화요일,20대,여성,51784
201905,화요일,30대,남성,80963
201905,화요일,30대,여성,62240
201905,화요일,40대,남성,96299
201905,화요일,40대,여성,69928
201905,화요일,50대,남성,78948
201905,화요일,50대,여성,53563
201905,화요일,60대,남성,36668
201905,화요일,60대,여성,23175
201905,화요일,70대 이상,남성,12687
201905,화요일,70대 이상,여성,6776
201905,화요일,알수없음,알수없음,112039
201906,공휴일,19세 이하,남성,488
201906,공휴일,19세 이하,여성,568
201906,공휴일,20대,남성,10555
201906,공휴일,20대,여성,9751
201906,공휴일,30대,남성,17827
201906,공휴일,30대,여성,14151
201906,공휴일,40대,남성,23690
201906,공휴일,40대,여성,16052
201906,공휴일,50대,남성,17443
201906,공휴일,50대,여성,10504
201906,공휴일,60대,남성,7187
201906,공휴일,60대,여성,4259
201906,공휴일,70대 이상,남성,2048
201906,공휴일,70대 이상,여성,1128
201906,공휴일,알수없음,알수없음,17547
201906,금요일,19세 이하,남성,3263
201906,금요일,19세 이하,여성,2686
201906,금요일,20대,남성,56119
201906,금요일,20대,여성,52142
201906,금요일,30대,남성,85125
201906,금요일,30대,여성,65381
201906,금요일,40대,남성,103361
201906,금요일,40대,여성,70942
201906,금요일,50대,남성,81121
201906,금요일,50대,여성,52143
201906,금요일,60대,남성,35438
201906,금요일,60대,여성,21409
201906,금요일,70대 이상,남성,11343
201906,금요일,70대 이상,여성,6173
201906,금요일,알수없음,알수없음,113024
201906,목요일,19세 이하,남성,2699
201906,목요일,19세 이하,여성,1825
201906,목요일,20대,남성,42599
201906,목요일,20대,여성,39440
201906,목요일,30대,남성,55362
201906,목요일,30대,여성,40828
201906,목요일,40대,남성,64893
201906,목요일,40대,여성,43934
201906,목요일,50대,남성,52009
201906,목요일,50대,여성,34342
201906,목요일,60대,남성,22686
201906,목요일,60대,여성,14703
201906,목요일,70대 이상,남성,7514
201906,목요일,70대 이상,여성,4319
201906,목요일,알수없음,알수없음,73819
201906,수요일,19세 이하,남성,3052
201906,수요일,19세 이하,여성,2321
201906,수요일,20대,남성,51865
201906,수요일,20대,여성,48774
201906,수요일,30대,남성,68508
201906,수요일,30대,여성,51189
201906,수요일,40대,남성,81100
201906,수요일,40대,여성,56336
201906,수요일,50대,남성,64786
201906,수요일,50대,여성,43281
201906,수요일,60대,남성,28783
201906,수요일,60대,여성,18489
201906,수요일,70대 이상,남성,9291
201906,수요일,70대 이상,여성,5197
201906,수요일,알수없음,알수없음,91358
201906,월요일,19세 이하,남성,2471
201906,월요일,19세 이하,여성,1760
201906,월요일,20대,남성,49964
201906,월요일,20대,여성,47663
201906,월요일,30대,남성,69991
201906,월요일,30대,여성,53660
201906,월요일,40대,남성,80531
201906,월요일,40대,여성,55852
201906,월요일,50대,남성,63925
201906,월요일,50대,여성,42995
201906,월요일,60대,남성,29114
201906,월요일,60대,여성,18461
201906,월요일,70대 이상,남성,10075
201906,월요일,70대 이상,여성,5268
201906,월요일,알수없음,알수없음,91187
201906,일요일,19세 이하,남성,2397
201906,일요일,19세 이하,여성,1903
201906,일요일,20대,남성,49218
201906,일요일,20대,여성,46228
201906,일요일,30대,남성,77506
201906,일요일,30대,여성,58744
201906,일요일,40대,남성,89417
201906,일요일,40대,여성,62000
201906,일요일,50대,남성,70087
201906,일요일,50대,여성,44631
201906,일요일,60대,남성,28639
201906,일요일,60대,여성,17287
201906,일요일,70대 이상,남성,8521
201906,일요일,70대 이상,여성,4620
201906,일요일,알수없음,알수없음,62966
201906,토요일,19세 이하,남성,2983
201906,토요일,19세 이하,여성,2524
201906,토요일,20대,남성,58282
201906,토요일,20대,여성,55290
201906,토요일,30대,남성,94713
201906,토요일,30대,여성,72788
201906,토요일,40대,남성,113650
201906,토요일,40대,여성,80164
201906,토요일,50대,남성,89173
201906,토요일,50대,여성,56001
201906,토요일,60대,남성,36220
201906,토요일,60대,여성,21320
201906,토요일,70대 이상,남성,10985
201906,토요일,70대 이상,여성,6091
201906,토요일,알수없음,알수없음,90587
201906,화요일,19세 이하,남성,2930
201906,화요일,19세 이하,여성,2141
201906,화요일,20대,남성,51352
201906,화요일,20대,여성,48577
201906,화요일,30대,남성,68609
201906,화요일,30대,여성,50880
201906,화요일,40대,남성,80036
201906,화요일,40대,여성,56090
201906,화요일,50대,남성,63892
201906,화요일,50대,여성,43199
201906,화요일,60대,남성,29287
201906,화요일,60대,여성,18689
201906,화요일,70대 이상,남성,9707
201906,화요일,70대 이상,여성,5628
201906,화요일,알수없음,알수없음,92382
201907,공휴일,20대,여성,1
201907,공휴일,30대,남성,16
201907,공휴일,30대,여성,15
201907,공휴일,40대,남성,8
201907,공휴일,40대,여성,9
201907,공휴일,50대,여성,1
201907,공휴일,알수없음,알수없음,2
201907,금요일,19세 이하,남성,2604
201907,금요일,19세 이하,여성,2544
201907,금요일,20대,남성,55440
201907,금요일,20대,여성,49602
201907,금요일,30대,남성,74930
201907,금요일,30대,여성,56348
201907,금요일,40대,남성,92272
201907,금요일,40대,여성,62744
201907,금요일,50대,남성,69933
201907,금요일,50대,여성,43748
201907,금요일,60대,남성,28984
201907,금요일,60대,여성,17108
201907,금요일,70대 이상,남성,9226
201907,금요일,70대 이상,여성,5040
201907,금요일,알수없음,알수없음,93216
201907,목요일,19세 이하,남성,2584
201907,목요일,19세 이하,여성,2394
201907,목요일,20대,남성,56237
201907,목요일,20대,여성,51860
201907,목요일,30대,남성,69159
201907,목요일,30대,여성,51992
201907,목요일,40대,남성,84751
201907,목요일,40대,여성,59438
201907,목요일,50대,남성,65865
201907,목요일,50대,여성,42927
201907,목요일,60대,남성,28244
201907,목요일,60대,여성,17452
201907,목요일,70대 이상,남성,9095
201907,목요일,70대 이상,여성,5169
201907,목요일,알수없음,알수없음,90917
201907,수요일,19세 이하,남성,2644
201907,수요일,19세 이하,여성,2268
201907,수요일,20대,남성,57509
201907,수요일,20대,여성,51283
201907,수요일,30대,남성,65686
201907,수요일,30대,여성,48255
201907,수요일,40대,남성,80522
201907,수요일,40대,여성,56499
201907,수요일,50대,남성,63440
201907,수요일,50대,여성,41540
201907,수요일,60대,남성,27181
201907,수요일,60대,여성,16673
201907,수요일,70대 이상,남성,8589
201907,수요일,70대 이상,여성,4829
201907,수요일,알수없음,알수없음,88289
201907,월요일,19세 이하,남성,3064
201907,월요일,19세 이하,여성,2432
201907,월요일,20대,남성,65165
201907,월요일,20대,여성,59780
201907,월요일,30대,남성,86507
201907,월요일,30대,여성,65625
201907,월요일,40대,남성,104975
201907,월요일,40대,여성,74230
201907,월요일,50대,남성,80319
201907,월요일,50대,여성,53262
201907,월요일,60대,남성,34333
201907,월요일,60대,여성,21677
201907,월요일,70대 이상,남성,11934
201907,월요일,70대 이상,여성,6462
201907,월요일,알수없음,알수없음,109577
201907,일요일,19세 이하,남성,3225
201907,일요일,19세 이하,여성,2437
201907,일요일,20대,남성,66701
201907,일요일,20대,여성,61151
201907,일요일,30대,남성,96085
201907,일요일,30대,여성,72728
201907,일요일,40대,남성,116190
201907,일요일,40대,여성,80810
201907,일요일,50대,남성,88655
201907,일요일,50대,여성,54775
201907,일요일,60대,남성,34847
201907,일요일,60대,여성,20924
201907,일요일,70대 이상,남성,10601
201907,일요일,70대 이상,여성,6029
201907,일요일,알수없음,알수없음,78068
201907,토요일,19세 이하,남성,2523
201907,토요일,19세 이하,여성,2020
201907,토요일,20대,남성,54556
201907,토요일,20대,여성,48707
201907,토요일,30대,남성,79539
201907,토요일,30대,여성,59615
201907,토요일,40대,남성,96537
201907,토요일,40대,여성,67082
201907,토요일,50대,남성,72873
201907,토요일,50대,여성,45023
201907,토요일,60대,남성,28643
201907,토요일,60대,여성,16711
201907,토요일,70대 이상,남성,8433
201907,토요일,70대 이상,여성,4764
201907,토요일,알수없음,알수없음,72459
201907,화요일,19세 이하,남성,3075
201907,화요일,19세 이하,여성,2583
201907,화요일,20대,남성,66546
201907,화요일,20대,여성,61513
201907,화요일,30대,남성,82145
201907,화요일,30대,여성,62933
201907,화요일,40대,남성,102380
201907,화요일,40대,여성,72828
201907,화요일,50대,남성,79941
201907,화요일,50대,여성,52503
201907,화요일,60대,남성,34202
201907,화요일,60대,여성,21562
201907,화요일,70대 이상,남성,11533
201907,화요일,70대 이상,여성,6327
201907,화요일,알수없음,알수없음,110900
201908,공휴일,19세 이하,남성,594
201908,공휴일,19세 이하,여성,500
201908,공휴일,20대,남성,13895
201908,공휴일,20대,여성,12313
201908,공휴일,30대,남성,19851
201908,공휴일,30대,여성,15710
201908,공휴일,40대,남성,25692
201908,공휴일,40대,여성,17874
201908,공휴일,50대,남성,18943
201908,공휴일,50대,여성,11883
201908,공휴일,60대,남성,7638
201908,공휴일,60대,여성,4479
201908,공휴일,70대 이상,남성,2205
201908,공휴일,70대 이상,여성,1242
201908,공휴일,알수없음,알수없음,19086
201908,금요일,19세 이하,남성,2938
201908,금요일,19세 이하,여성,2624
201908,금요일,20대,남성,67923
201908,금요일,20대,여성,61918
201908,금요일,30대,남성,95613
201908,금요일,30대,여성,75116
201908,금요일,40대,남성,119045
201908,금요일,40대,여성,82544
201908,금요일,50대,남성,90314
201908,금요일,50대,여성,57685
201908,금요일,60대,남성,38971
201908,금요일,60대,여성,23167
201908,금요일,70대 이상,남성,13128
201908,금요일,70대 이상,여성,6857
201908,금요일,알수없음,알수없음,119994
201908,목요일,19세 이하,남성,2640
201908,목요일,19세 이하,여성,2195
201908,목요일,20대,남성,57285
201908,목요일,20대,여성,52295
201908,목요일,30대,남성,75977
201908,목요일,30대,여성,57113
201908,목요일,40대,남성,93806
201908,목요일,40대,여성,64260
201908,목요일,50대,남성,69735
201908,목요일,50대,여성,45774
201908,목요일,60대,남성,29438
201908,목요일,60대,여성,18453
201908,목요일,70대 이상,남성,9537
201908,목요일,70대 이상,여성,5312
201908,목요일,알수없음,알수없음,92813
201908,수요일,19세 이하,남성,3225
201908,수요일,19세 이하,여성,2672
201908,수요일,20대,남성,72973
201908,수요일,20대,여성,66860
201908,수요일,30대,남성,94481
201908,수요일,30대,여성,73217
201908,수요일,40대,남성,118828
201908,수요일,40대,여성,82845
201908,수요일,50대,남성,88651
201908,수요일,50대,여성,58162
201908,수요일,60대,남성,37071
201908,수요일,60대,여성,23074
201908,수요일,70대 이상,남성,11963
201908,수요일,70대 이상,여성,6906
201908,수요일,알수없음,알수없음,115317
201908,월요일,19세 이하,남성,2443
201908,월요일,19세 이하,여성,1908
201908,월요일,20대,남성,58000
201908,월요일,20대,여성,53050
201908,월요일,30대,남성,76427
201908,월요일,30대,여성,59296
201908,월요일,40대,남성,92556
201908,월요일,40대,여성,66109
201908,월요일,50대,남성,70752
201908,월요일,50대,여성,46855
201908,월요일,60대,남성,29772
201908,월요일,60대,여성,18956
201908,월요일,70대 이상,남성,10204
201908,월요일,70대 이상,여성,5478
201908,월요일,알수없음,알수없음,91380
201908,일요일,19세 이하,남성,2225
201908,일요일,19세 이하,여성,1946
201908,일요일,20대,남성,55330
201908,일요일,20대,여성,49689
201908,일요일,30대,남성,78178
201908,일요일,30대,여성,60001
201908,일요일,40대,남성,95896
201908,일요일,40대,여성,65182
201908,일요일,50대,남성,73001
201908,일요일,50대,여성,44538
201908,일요일,60대,남성,28429
201908,일요일,60대,여성,16822
201908,일요일,70대 이상,남성,8445
201908,일요일,70대 이상,여성,4579
201908,일요일,알수없음,알수없음,63951
201908,토요일,19세 이하,남성,2476
201908,토요일,19세 이하,여성,2184
201908,토요일,20대,남성,58947
201908,토요일,20대,여성,52997
201908,토요일,30대,남성,84234
201908,토요일,30대,여성,64828
201908,토요일,40대,남성,105802
201908,토요일,40대,여성,73031
201908,토요일,50대,남성,79804
201908,토요일,50대,여성,49212
201908,토요일,60대,남성,31712
201908,토요일,60대,여성,18960
201908,토요일,70대 이상,남성,10008
201908,토요일,70대 이상,여성,5414
201908,토요일,알수없음,알수없음,79131
201908,화요일,19세 이하,남성,2738
201908,화요일,19세 이하,여성,2277
201908,화요일,20대,남성,63150
201908,화요일,20대,여성,56187
201908,화요일,30대,남성,78067
201908,화요일,30대,여성,58630
201908,화요일,40대,남성,96691
201908,화요일,40대,여성,67469
201908,화요일,50대,남성,72028
201908,화요일,50대,여성,47356
201908,화요일,60대,남성,30165
201908,화요일,60대,여성,18261
201908,화요일,70대 이상,남성,9400
201908,화요일,70대 이상,여성,5183
201908,화요일,알수없음,알수없음,93412
201909,공휴일,19세 이하,남성,1527
201909,공휴일,19세 이하,여성,1252
201909,공휴일,20대,남성,35204
201909,공휴일,20대,여성,28492
201909,공휴일,30대,남성,53334
201909,공휴일,30대,여성,38217
201909,공휴일,40대,남성,65301
201909,공휴일,40대,여성,42957
201909,공휴일,50대,남성,49483
201909,공휴일,50대,여성,31983
201909,공휴일,60대,남성,20256
201909,공휴일,60대,여성,12902
201909,공휴일,70대 이상,남성,5502
201909,공휴일,70대 이상,여성,3356
201909,공휴일,알수없음,알수없음,38878
201909,금요일,19세 이하,남성,2086
201909,금요일,19세 이하,여성,1944
201909,금요일,20대,남성,36458
201909,금요일,20대,여성,33277
201909,금요일,30대,남성,51980
201909,금요일,30대,여성,39562
201909,금요일,40대,남성,60069
201909,금요일,40대,여성,40832
201909,금요일,50대,남성,47033
201909,금요일,50대,여성,30240
201909,금요일,60대,남성,20267
201909,금요일,60대,여성,12538
201909,금요일,70대 이상,남성,6303
201909,금요일,70대 이상,여성,3501
201909,금요일,알수없음,알수없음,65310
201909,목요일,19세 이하,남성,2842
201909,목요일,19세 이하,여성,2511
201909,목요일,20대,남성,39064
201909,목요일,20대,여성,36767
201909,목요일,30대,남성,53016
201909,목요일,30대,여성,40579
201909,목요일,40대,남성,60178
201909,목요일,40대,여성,41785
201909,목요일,50대,남성,47666
201909,목요일,50대,여성,31763
201909,목요일,60대,남성,21406
201909,목요일,60대,여성,13727
201909,목요일,70대 이상,남성,7106
201909,목요일,70대 이상,여성,3975
