base_year,base_quarter,biz_name,sex,age_range,use_amount_by_million
2021,4분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,400
2022,1분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,300
2022,1분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,400
2022,1분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,300
2022,1분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,600
2022,1분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,100
2022,2분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,100
2022,2분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,200
2022,2분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,500
2022,2분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,600
2022,2분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,400
2022,2분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,500
2022,3분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,500
2022,3분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,800
2022,3분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,700
2022,3분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,900
2022,3분기,관광 민예품 및 선물용품 소매업,남성,19세 이하,2100
2022,3분기,관광 민예품 및 선물용품 소매업,여성,19세 이하,1800
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,70대 이상,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,70대 이상,100
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,60대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,60대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,100
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,2분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,100
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,50대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,50대,100
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2021,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2022,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,0
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,200
2018,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2019,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,200
2019,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2019,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,200
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2019,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,1분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2020,4분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2020,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2021,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2021,4분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2022,2분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2022,2분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2022,3분기,그외 기타 분류안된 오락관련 서비스업,남성,40대,100
2022,3분기,그외 기타 분류안된 오락관련 서비스업,여성,40대,100
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,1분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,2분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,3분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2018,4분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,남성,30대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
2019,1분기,그외 기타 분류안된 오락관련 서비스업,여성,30대,0
